!mjd_obs        !mean_dy        !mean_dx       
!---------------!---------------!---------------
 58737.4619903   -1.113          -0.391        
 58744.455211    0.176           -2.573        
 58744.4667974   -1.968          -0.356        
 58748.4390387   -1.719          -0.835        
 58750.4555227   -1.384          -0.578        
 58751.4597085   0.284           -3.364        
 58751.4713238   -2.001          -0.966        
 58753.4438377   -1.449          -0.514        
 58759.7960364   -1.165          -0.108        
 58761.4669682   0.468           -2.436        
 58761.4785762   -1.628          -0.278        
 58765.464115    0.477           -2.825        
 58768.6395874   0.256           -2.883        
 58768.651167    -1.861          -0.501        
 58775.4223053   0.215           -2.511        
 58775.4338962   -1.76           -0.22         
 58782.522348    0.311           -2.953        
 58782.5339493   -1.974          -0.725        
 58786.4477672   0.244           -2.797        
 58789.4299536   0.171           -3.006        
 58789.4419296   -2.196          -0.609        
 58792.4209126   -2.144          -0.444        
 58796.6044047   0.356           -2.882        
 58796.6160133   -1.855          -0.611        
 58800.4193485   0.293           -2.921        
 58801.4186185   0.406           -2.896        
 58803.4125914   -0.139          -3.376        
 58803.4241849   -2.373          -0.804        
 58806.4186019   -2.319          -0.881        
 58807.40965     -2.555          -0.935        
 58810.4293482   -0.042          -3.44         
 58810.4409391   -2.261          -1.017        
 58817.4015711   -0.107          -3.505        
 58817.4131853   -2.554          -0.922        
 58820.4052184   -2.559          -1.034        
 58824.4042136   0.629           -3.258        
 58824.4158123   -2.207          -0.859        
 58831.4200532   0.029           -2.981        
 58831.4316489   -2.003          -0.8          
 58832.4106298   -2.193          -0.829        
 58833.4022493   0.079           -3.185        
 58837.4085369   -0.299          -1.565        
 58838.4309498   0.012           -3.146        
 58838.4425435   -2.028          -0.867        
 58838.5797705   -2.114          -0.758        
 58841.4574785   0.062           -3.26         
 58845.3664474   0.111           -3.046        
 58845.3782083   -2.421          -0.898        
