,name,wave,ESO DPR TYPE,DATE-OBS,MJD-OBS,flat_bin
397,UVES.2015-06-19T11:55:06.789.fits,437.0,"LAMP,FLAT",2015-06-19T11:55:06.788,57192.496606346,2
892,UVES.2015-06-19T11:58:30.204.fits,437.0,"LAMP,FLAT",2015-06-19T11:58:30.204,57192.498960699,2
2184,UVES.2015-06-19T12:01:53.310.fits,437.0,"LAMP,FLAT",2015-06-19T12:01:53.310,57192.501311465,2
3,UVES.2015-06-19T12:05:16.736.fits,437.0,"LAMP,FLAT",2015-06-19T12:05:16.736,57192.503665934,2
2867,UVES.2015-06-19T12:08:40.163.fits,437.0,"LAMP,FLAT",2015-06-19T12:08:40.162,57192.506020404,2
4774,UVES.2015-06-19T13:16:20.780.fits,437.0,"LAMP,FMTCHK",2015-06-19T13:16:20.780,57192.553018293,2
4984,UVES.2015-06-19T13:18:23.261.fits,437.0,"LAMP,ORDERDEF",2015-06-19T13:18:23.260,57192.554435886,2
5615,UVES.2015-06-19T13:20:29.211.fits,437.0,"LAMP,FLAT",2015-06-19T13:20:29.211,57192.555893647,2
5172,UVES.2015-06-19T13:23:52.758.fits,437.0,"LAMP,FLAT",2015-06-19T13:23:52.757,57192.558249511,2
3694,UVES.2015-06-19T13:27:16.104.fits,437.0,"LAMP,FLAT",2015-06-19T13:27:16.104,57192.56060306,2
486,UVES.2015-06-19T13:30:39.541.fits,437.0,"LAMP,FLAT",2015-06-19T13:30:39.540,57192.562957648,2
3193,UVES.2015-06-19T13:34:02.957.fits,437.0,"LAMP,FLAT",2015-06-19T13:34:02.957,57192.565312005,2
3974,UVES.2015-06-26T13:05:38.928.fits,437.0,"LAMP,FLAT",2015-06-26T13:05:38.927,57199.545589441,2
5924,UVES.2015-06-26T13:09:02.624.fits,437.0,"LAMP,FLAT",2015-06-26T13:09:02.624,57199.547947039,2
5852,UVES.2015-06-26T13:12:26.011.fits,437.0,"LAMP,FLAT",2015-06-26T13:12:26.010,57199.55030105,2
6034,UVES.2015-06-26T13:15:49.408.fits,437.0,"LAMP,FLAT",2015-06-26T13:15:49.407,57199.552655177,2
4219,UVES.2015-06-26T13:19:12.683.fits,437.0,"LAMP,FLAT",2015-06-26T13:19:12.683,57199.555007914,2
2875,UVES.2015-06-26T20:00:32.639.fits,437.0,"LAMP,FLAT",2015-06-26T20:00:32.638,57199.833711098,2
6216,UVES.2015-06-26T20:03:55.945.fits,437.0,"LAMP,FLAT",2015-06-26T20:03:55.945,57199.836064183,2
778,UVES.2015-06-26T20:07:19.342.fits,437.0,"LAMP,FLAT",2015-06-26T20:07:19.341,57199.83841831,2
2111,UVES.2015-06-26T20:10:43.008.fits,437.0,"LAMP,FLAT",2015-06-26T20:10:43.008,57199.840775562,2
6102,UVES.2015-06-26T20:14:06.205.fits,437.0,"LAMP,FLAT",2015-06-26T20:14:06.204,57199.843127373,2
4921,UVES.2015-06-26T20:17:29.812.fits,437.0,"LAMP,FLAT",2015-06-26T20:17:29.811,57199.84548393,2
3610,UVES.2015-06-26T20:20:53.238.fits,437.0,"LAMP,FLAT",2015-06-26T20:20:53.238,57199.847838403,2
1834,UVES.2015-06-26T20:24:16.715.fits,437.0,"LAMP,FLAT",2015-06-26T20:24:16.714,57199.850193455,2
3051,UVES.2015-06-26T20:27:40.071.fits,437.0,"LAMP,FLAT",2015-06-26T20:27:40.071,57199.852547119,2
3403,UVES.2015-06-26T20:31:03.438.fits,437.0,"LAMP,FLAT",2015-06-26T20:31:03.437,57199.854900898,2
4563,UVES.2015-06-28T20:43:44.604.fits,437.0,"LAMP,FLAT",2015-06-28T20:43:44.603,57201.863710691,2
1959,UVES.2015-06-28T20:47:08.090.fits,437.0,"LAMP,FLAT",2015-06-28T20:47:08.089,57201.866065856,2
3248,UVES.2015-06-28T20:50:31.606.fits,437.0,"LAMP,FLAT",2015-06-28T20:50:31.606,57201.868421368,2
5441,UVES.2015-06-28T20:53:54.923.fits,437.0,"LAMP,FLAT",2015-06-28T20:53:54.922,57201.870774566,2
2517,UVES.2015-06-28T20:57:18.398.fits,437.0,"LAMP,FLAT",2015-06-28T20:57:18.398,57201.873129615,2
1040,UVES.2015-06-28T21:00:41.855.fits,437.0,"LAMP,FLAT",2015-06-28T21:00:41.855,57201.875484433,2
5248,UVES.2015-06-28T21:04:05.042.fits,437.0,"LAMP,FLAT",2015-06-28T21:04:05.041,57201.877836126,2
195,UVES.2015-06-28T21:07:28.497.fits,437.0,"LAMP,FLAT",2015-06-28T21:07:28.497,57201.880190944,2
1361,UVES.2015-06-28T21:10:51.993.fits,437.0,"LAMP,FLAT",2015-06-28T21:10:51.993,57201.882546224,2
5517,UVES.2015-06-28T21:14:15.240.fits,437.0,"LAMP,FLAT",2015-06-28T21:14:15.239,57201.884898611,2
1699,UVES.2015-07-01T11:41:19.271.fits,437.0,"LAMP,FMTCHK",2015-07-01T11:41:19.270,57204.487028599,2
966,UVES.2015-07-01T11:43:21.261.fits,437.0,"LAMP,ORDERDEF",2015-07-01T11:43:21.260,57204.488440517,2
663,UVES.2015-07-01T11:45:26.680.fits,437.0,"LAMP,FLAT",2015-07-01T11:45:26.680,57204.489892134,2
3732,UVES.2015-07-01T11:48:50.036.fits,437.0,"LAMP,FLAT",2015-07-01T11:48:50.036,57204.492245791,2
2085,UVES.2015-07-01T11:52:13.732.fits,437.0,"LAMP,FLAT",2015-07-01T11:52:13.732,57204.494603383,2
4323,UVES.2015-07-01T11:55:36.958.fits,437.0,"LAMP,FLAT",2015-07-01T11:55:36.958,57204.496955534,2
4228,UVES.2015-07-01T11:59:00.284.fits,437.0,"LAMP,FLAT",2015-07-01T11:59:00.283,57204.49930884,2
6108,UVES.2015-07-13T12:24:07.828.fits,437.0,"LAMP,FMTCHK",2015-07-13T12:24:07.828,57216.516757274,2
1449,UVES.2015-07-13T12:26:10.128.fits,437.0,"LAMP,ORDERDEF",2015-07-13T12:26:10.127,57216.518172775,2
861,UVES.2015-07-13T12:28:15.137.fits,437.0,"LAMP,FLAT",2015-07-13T12:28:15.137,57216.519619645,2
3842,UVES.2015-07-13T12:31:38.533.fits,437.0,"LAMP,FLAT",2015-07-13T12:31:38.532,57216.521973759,2
358,UVES.2015-07-13T12:35:01.658.fits,437.0,"LAMP,FLAT",2015-07-13T12:35:01.658,57216.524324749,2
6168,UVES.2015-07-13T12:38:25.234.fits,437.0,"LAMP,FLAT",2015-07-13T12:38:25.233,57216.526680948,2
4226,UVES.2015-07-13T12:41:48.629.fits,437.0,"LAMP,FLAT",2015-07-13T12:41:48.629,57216.529035063,2
1464,UVES.2015-07-17T12:16:53.761.fits,437.0,"LAMP,FMTCHK",2015-07-17T12:16:53.761,57220.511733347,2
2004,UVES.2015-07-17T12:18:56.261.fits,437.0,"LAMP,ORDERDEF",2015-07-17T12:18:56.260,57220.513151166,2
2376,UVES.2015-07-17T12:21:01.911.fits,437.0,"LAMP,FLAT",2015-07-17T12:21:01.910,57220.514605447,2
5955,UVES.2015-07-17T12:24:25.336.fits,437.0,"LAMP,FLAT",2015-07-17T12:24:25.336,57220.516959914,2
3289,UVES.2015-07-17T12:27:48.743.fits,437.0,"LAMP,FLAT",2015-07-17T12:27:48.742,57220.51931415,2
3471,UVES.2015-07-17T12:31:12.248.fits,437.0,"LAMP,FLAT",2015-07-17T12:31:12.248,57220.521669542,2
3972,UVES.2015-07-17T12:34:35.674.fits,437.0,"LAMP,FLAT",2015-07-17T12:34:35.674,57220.524024009,2
6265,UVES.2015-07-20T12:50:00.538.fits,437.0,"LAMP,FMTCHK",2015-07-20T12:50:00.537,57223.534728449,2
2349,UVES.2015-07-20T12:52:03.088.fits,437.0,"LAMP,ORDERDEF",2015-07-20T12:52:03.088,57223.536146852,2
5012,UVES.2015-07-20T12:54:08.838.fits,437.0,"LAMP,FLAT",2015-07-20T12:54:08.837,57223.537602285,2
310,UVES.2015-07-20T12:57:32.143.fits,437.0,"LAMP,FLAT",2015-07-20T12:57:32.143,57223.539955364,2
496,UVES.2015-07-20T13:00:55.499.fits,437.0,"LAMP,FLAT",2015-07-20T13:00:55.499,57223.542309021,2
5833,UVES.2015-07-20T13:04:19.175.fits,437.0,"LAMP,FLAT",2015-07-20T13:04:19.175,57223.544666382,2
1522,UVES.2015-07-20T13:07:42.401.fits,437.0,"LAMP,FLAT",2015-07-20T13:07:42.401,57223.547018535,2
4446,UVES.2015-07-20T18:30:01.902.fits,437.0,"LAMP,FLAT",2015-07-20T18:30:01.902,57223.770855355,2
5449,UVES.2015-07-20T18:33:25.038.fits,437.0,"LAMP,FLAT",2015-07-20T18:33:25.038,57223.773206465,2
4098,UVES.2015-07-20T18:36:48.455.fits,437.0,"LAMP,FLAT",2015-07-20T18:36:48.454,57223.775560818,2
5698,UVES.2015-07-20T18:40:11.851.fits,437.0,"LAMP,FLAT",2015-07-20T18:40:11.850,57223.777914938,2
5591,UVES.2015-07-20T18:43:35.446.fits,437.0,"LAMP,FLAT",2015-07-20T18:43:35.446,57223.780271374,2
3010,UVES.2015-07-20T18:46:58.772.fits,437.0,"LAMP,FLAT",2015-07-20T18:46:58.772,57223.782624684,2
2690,UVES.2015-07-20T18:50:22.069.fits,437.0,"LAMP,FLAT",2015-07-20T18:50:22.068,57223.784977647,2
5268,UVES.2015-07-20T18:53:45.564.fits,437.0,"LAMP,FLAT",2015-07-20T18:53:45.564,57223.787332925,2
1881,UVES.2015-07-20T18:57:08.730.fits,437.0,"LAMP,FLAT",2015-07-20T18:57:08.730,57223.789684383,2
981,UVES.2015-07-20T19:00:32.076.fits,437.0,"LAMP,FLAT",2015-07-20T19:00:32.076,57223.792037925,2
3523,UVES.2015-07-30T11:31:57.104.fits,437.0,"LAMP,FLAT",2015-07-30T11:31:57.104,57233.480522042,2
2460,UVES.2015-07-30T11:35:20.301.fits,437.0,"LAMP,FLAT",2015-07-30T11:35:20.300,57233.482873847,2
876,UVES.2015-07-30T11:38:43.747.fits,437.0,"LAMP,FLAT",2015-07-30T11:38:43.746,57233.485228545,2
5302,UVES.2015-07-30T11:42:06.802.fits,437.0,"LAMP,FLAT",2015-07-30T11:42:06.802,57233.48757873,2
6192,UVES.2015-07-30T11:45:29.949.fits,437.0,"LAMP,FLAT",2015-07-30T11:45:29.948,57233.489929956,2
1743,UVES.2015-08-21T13:29:57.684.fits,437.0,"LAMP,FMTCHK",2015-08-21T13:29:57.684,57255.562473204,2
2027,UVES.2015-08-21T13:32:00.234.fits,437.0,"LAMP,ORDERDEF",2015-08-21T13:32:00.234,57255.563891602,2
5996,UVES.2015-08-21T13:45:41.729.fits,437.0,"LAMP,FLAT",2015-08-21T13:45:41.728,57255.573399638,2
3752,UVES.2015-08-21T13:49:05.015.fits,437.0,"LAMP,FLAT",2015-08-21T13:49:05.014,57255.575752488,2
3111,UVES.2015-08-21T13:52:28.472.fits,437.0,"LAMP,FLAT",2015-08-21T13:52:28.471,57255.578107305,2
3770,UVES.2015-08-21T13:55:51.597.fits,437.0,"LAMP,FLAT",2015-08-21T13:55:51.597,57255.580458305,2
2003,UVES.2015-08-21T13:59:14.743.fits,437.0,"LAMP,FLAT",2015-08-21T13:59:14.743,57255.582809534,2
6295,UVES.2015-09-07T11:29:01.558.fits,437.0,"LAMP,FMTCHK",2015-09-07T11:29:01.557,57272.478490252,2
1528,UVES.2015-09-07T11:31:04.477.fits,437.0,"LAMP,ORDERDEF",2015-09-07T11:31:04.477,57272.47991293,2
3533,UVES.2015-09-07T11:33:10.427.fits,437.0,"LAMP,FLAT",2015-09-07T11:33:10.426,57272.48137068,2
4007,UVES.2015-09-07T11:36:33.902.fits,437.0,"LAMP,FLAT",2015-09-07T11:36:33.902,57272.483725721,2
5951,UVES.2015-09-07T11:39:57.238.fits,437.0,"LAMP,FLAT",2015-09-07T11:39:57.237,57272.486079141,2
4745,UVES.2015-09-07T11:43:20.803.fits,437.0,"LAMP,FLAT",2015-09-07T11:43:20.803,57272.488435223,2
4119,UVES.2015-09-07T11:46:43.948.fits,437.0,"LAMP,FLAT",2015-09-07T11:46:43.948,57272.490786444,2
6240,UVES.2015-09-07T18:02:10.281.fits,437.0,"LAMP,FLAT",2015-09-07T18:02:10.280,57272.751507877,2
2156,UVES.2015-09-07T18:05:33.647.fits,437.0,"LAMP,FLAT",2015-09-07T18:05:33.646,57272.753861647,2
4016,UVES.2015-09-07T18:08:57.152.fits,437.0,"LAMP,FLAT",2015-09-07T18:08:57.151,57272.756217037,2
5071,UVES.2015-09-07T18:12:20.458.fits,437.0,"LAMP,FLAT",2015-09-07T18:12:20.457,57272.758570112,2
5429,UVES.2015-09-07T18:15:43.694.fits,437.0,"LAMP,FLAT",2015-09-07T18:15:43.693,57272.760922377,2
4969,UVES.2015-09-07T18:19:07.129.fits,437.0,"LAMP,FLAT",2015-09-07T18:19:07.129,57272.763276957,2
5576,UVES.2015-09-07T18:22:30.615.fits,437.0,"LAMP,FLAT",2015-09-07T18:22:30.614,57272.765632116,2
470,UVES.2015-09-07T18:25:53.700.fits,437.0,"LAMP,FLAT",2015-09-07T18:25:53.700,57272.767982644,2
1337,UVES.2015-09-07T18:29:17.076.fits,437.0,"LAMP,FLAT",2015-09-07T18:29:17.076,57272.77033653,2
1216,UVES.2015-09-07T18:32:40.612.fits,437.0,"LAMP,FLAT",2015-09-07T18:32:40.611,57272.772692267,2
2719,UVES.2015-09-12T11:08:00.955.fits,437.0,"LAMP,FMTCHK",2015-09-12T11:08:00.954,57277.463899941,2
906,UVES.2015-09-12T11:10:05.057.fits,437.0,"LAMP,ORDERDEF",2015-09-12T11:10:05.056,57277.465336306,2
5442,UVES.2015-09-12T11:12:11.256.fits,437.0,"LAMP,FLAT",2015-09-12T11:12:11.256,57277.466796952,2
117,UVES.2015-09-12T11:15:34.832.fits,437.0,"LAMP,FLAT",2015-09-12T11:15:34.832,57277.469153151,2
1771,UVES.2015-09-12T11:18:57.848.fits,437.0,"LAMP,FLAT",2015-09-12T11:18:57.847,57277.471502869,2
732,UVES.2015-09-12T11:22:21.454.fits,437.0,"LAMP,FLAT",2015-09-12T11:22:21.453,57277.473859416,2
4103,UVES.2015-09-12T11:25:44.649.fits,437.0,"LAMP,FLAT",2015-09-12T11:25:44.649,57277.476211218,2
50,UVES.2015-09-12T16:01:39.482.fits,437.0,"LAMP,FLAT",2015-09-12T16:01:39.482,57277.667818084,2
2157,UVES.2015-09-12T16:05:02.888.fits,437.0,"LAMP,FLAT",2015-09-12T16:05:02.888,57277.670172321,2
2272,UVES.2015-09-12T16:08:26.105.fits,437.0,"LAMP,FLAT",2015-09-12T16:08:26.104,57277.67252436,2
4173,UVES.2015-09-12T16:11:49.531.fits,437.0,"LAMP,FLAT",2015-09-12T16:11:49.531,57277.674878831,2
5851,UVES.2015-09-12T16:15:12.817.fits,437.0,"LAMP,FLAT",2015-09-12T16:15:12.817,57277.677231682,2
2738,UVES.2015-09-12T16:18:36.154.fits,437.0,"LAMP,FLAT",2015-09-12T16:18:36.153,57277.679585115,2
990,UVES.2015-09-12T16:21:59.430.fits,437.0,"LAMP,FLAT",2015-09-12T16:21:59.430,57277.681937848,2
1002,UVES.2015-09-12T16:25:22.977.fits,437.0,"LAMP,FLAT",2015-09-12T16:25:22.976,57277.684293706,2
2060,UVES.2015-09-12T16:28:46.262.fits,437.0,"LAMP,FLAT",2015-09-12T16:28:46.262,57277.686646555,2
2013,UVES.2015-09-12T16:32:09.629.fits,437.0,"LAMP,FLAT",2015-09-12T16:32:09.628,57277.689000328,2
5213,UVES.2015-09-27T11:02:57.839.fits,437.0,"LAMP,ORDERDEF",2015-09-27T11:02:57.838,57292.460391653,2
4701,UVES.2015-09-27T11:05:06.659.fits,437.0,"LAMP,FMTCHK",2015-09-27T11:05:06.658,57292.461882626,2
2974,UVES.2015-09-27T13:12:10.893.fits,437.0,"LAMP,FMTCHK",2015-09-27T13:12:10.893,57292.550126079,2
5487,UVES.2015-09-27T13:14:14.253.fits,437.0,"LAMP,ORDERDEF",2015-09-27T13:14:14.252,57292.551553852,2
6285,UVES.2015-09-27T13:16:20.302.fits,437.0,"LAMP,FLAT",2015-09-27T13:16:20.302,57292.553012763,2
1341,UVES.2015-09-27T13:19:43.508.fits,437.0,"LAMP,FLAT",2015-09-27T13:19:43.508,57292.555364683,2
3093,UVES.2015-09-27T13:23:06.875.fits,437.0,"LAMP,FLAT",2015-09-27T13:23:06.874,57292.557718457,2
240,UVES.2015-09-27T13:26:30.350.fits,437.0,"LAMP,FLAT",2015-09-27T13:26:30.350,57292.560073501,2
82,UVES.2015-09-27T13:29:53.736.fits,437.0,"LAMP,FLAT",2015-09-27T13:29:53.736,57292.562427505,2
5343,UVES.2015-10-01T10:51:50.360.fits,437.0,"LAMP,FLAT",2015-10-01T10:51:50.359,57296.452666197,2
3748,UVES.2015-10-01T10:55:13.645.fits,437.0,"LAMP,FLAT",2015-10-01T10:55:13.645,57296.455019043,2
4983,UVES.2015-10-01T10:58:36.822.fits,437.0,"LAMP,FLAT",2015-10-01T10:58:36.821,57296.457370616,2
1964,UVES.2015-10-01T11:02:00.358.fits,437.0,"LAMP,FLAT",2015-10-01T11:02:00.357,57296.459726356,2
857,UVES.2015-10-01T11:05:23.663.fits,437.0,"LAMP,FLAT",2015-10-01T11:05:23.663,57296.462079435,2
1876,UVES.2015-11-01T10:49:39.436.fits,437.0,"LAMP,FMTCHK",2015-11-01T10:49:39.436,57327.45115088,2
5926,UVES.2015-11-01T10:51:42.116.fits,437.0,"LAMP,ORDERDEF",2015-11-01T10:51:42.116,57327.452570789,2
5788,UVES.2015-11-01T11:05:23.884.fits,437.0,"LAMP,FLAT",2015-11-01T11:05:23.884,57327.462081995,2
83,UVES.2015-11-01T11:08:47.181.fits,437.0,"LAMP,FLAT",2015-11-01T11:08:47.181,57327.464434969,2
3041,UVES.2015-11-01T11:12:10.448.fits,437.0,"LAMP,FLAT",2015-11-01T11:12:10.448,57327.466787594,2
1481,UVES.2015-11-01T11:15:33.685.fits,437.0,"LAMP,FLAT",2015-11-01T11:15:33.684,57327.469139873,2
721,UVES.2015-11-01T11:18:57.072.fits,437.0,"LAMP,FLAT",2015-11-01T11:18:57.071,57327.471493888,2
4841,UVES.2015-11-14T15:47:27.802.fits,437.0,"LAMP,FLAT",2015-11-14T15:47:27.802,57340.657960674,2
5687,UVES.2015-11-14T15:50:51.270.fits,437.0,"LAMP,FLAT",2015-11-14T15:50:51.269,57340.660315625,2
1590,UVES.2015-11-14T15:54:14.798.fits,437.0,"LAMP,FLAT",2015-11-14T15:54:14.797,57340.662671271,2
592,UVES.2015-11-14T15:57:38.285.fits,437.0,"LAMP,FLAT",2015-11-14T15:57:38.285,57340.665026454,2
4936,UVES.2015-11-14T16:01:01.483.fits,437.0,"LAMP,FLAT",2015-11-14T16:01:01.483,57340.66737828,2
2937,UVES.2015-11-14T16:04:24.771.fits,437.0,"LAMP,FLAT",2015-11-14T16:04:24.771,57340.669731149,2
3535,UVES.2015-11-14T16:07:48.539.fits,437.0,"LAMP,FLAT",2015-11-14T16:07:48.539,57340.672089572,2
4670,UVES.2015-11-14T16:11:12.067.fits,437.0,"LAMP,FLAT",2015-11-14T16:11:12.066,57340.674445219,2
3699,UVES.2015-11-14T16:14:35.454.fits,437.0,"LAMP,FLAT",2015-11-14T16:14:35.454,57340.676799244,2
2343,UVES.2015-11-14T16:17:59.072.fits,437.0,"LAMP,FLAT",2015-11-14T16:17:59.072,57340.679155932,2
1911,UVES.2015-11-17T10:26:59.390.fits,437.0,"LAMP,FMTCHK",2015-11-17T10:26:59.389,57343.435409606,2
509,UVES.2015-11-17T10:29:02.220.fits,437.0,"LAMP,ORDERDEF",2015-11-17T10:29:02.220,57343.436831255,2
1854,UVES.2015-11-17T10:31:08.182.fits,437.0,"LAMP,FLAT",2015-11-17T10:31:08.181,57343.438289135,2
2704,UVES.2015-11-17T10:34:31.909.fits,437.0,"LAMP,FLAT",2015-11-17T10:34:31.908,57343.440647094,2
1024,UVES.2015-11-17T10:37:55.216.fits,437.0,"LAMP,FLAT",2015-11-17T10:37:55.216,57343.443000192,2
3720,UVES.2015-11-17T10:41:18.654.fits,437.0,"LAMP,FLAT",2015-11-17T10:41:18.654,57343.445354793,2
369,UVES.2015-11-17T10:44:41.931.fits,437.0,"LAMP,FLAT",2015-11-17T10:44:41.931,57343.447707544,2
1773,UVES.2015-11-21T10:28:36.229.fits,437.0,"LAMP,FLAT",2015-11-21T10:28:36.229,57347.436530432,2
1644,UVES.2015-11-21T10:31:59.777.fits,437.0,"LAMP,FLAT",2015-11-21T10:31:59.776,57347.438886307,2
2648,UVES.2015-11-21T10:35:23.075.fits,437.0,"LAMP,FLAT",2015-11-21T10:35:23.074,57347.441239289,2
6151,UVES.2015-11-21T10:38:46.632.fits,437.0,"LAMP,FLAT",2015-11-21T10:38:46.632,57347.443595281,2
1208,UVES.2015-11-21T10:42:10.350.fits,437.0,"LAMP,FLAT",2015-11-21T10:42:10.349,57347.445953124,2
4092,UVES.2015-04-15T11:59:42.077.fits,564.0,"LAMP,FLAT",2015-04-15T11:59:42.076,57127.499792557,2
6010,UVES.2015-04-15T12:01:22.446.fits,564.0,"LAMP,FLAT",2015-04-15T12:01:22.446,57127.500954245,2
3205,UVES.2015-04-15T12:03:02.506.fits,564.0,"LAMP,FLAT",2015-04-15T12:03:02.506,57127.502112343,2
5254,UVES.2015-04-15T12:04:42.506.fits,564.0,"LAMP,FLAT",2015-04-15T12:04:42.506,57127.503269747,2
3618,UVES.2015-04-15T12:06:22.526.fits,564.0,"LAMP,FLAT",2015-04-15T12:06:22.525,57127.504427383,2
2175,UVES.2015-04-24T11:12:40.181.fits,564.0,"LAMP,FMTCHK",2015-04-24T11:12:40.180,57136.46713172,2
6250,UVES.2015-04-24T11:14:55.844.fits,564.0,"LAMP,ORDERDEF",2015-04-24T11:14:55.844,57136.4687019,2
2936,UVES.2015-04-24T11:16:34.394.fits,564.0,"LAMP,FLAT",2015-04-24T11:16:34.394,57136.469842523,2
1045,UVES.2015-04-24T11:18:14.774.fits,564.0,"LAMP,FLAT",2015-04-24T11:18:14.774,57136.471004329,2
4244,UVES.2015-04-24T11:19:54.814.fits,564.0,"LAMP,FLAT",2015-04-24T11:19:54.814,57136.4721622,2
5281,UVES.2015-04-24T11:21:34.774.fits,564.0,"LAMP,FLAT",2015-04-24T11:21:34.774,57136.473319144,2
2649,UVES.2015-04-24T11:23:14.764.fits,564.0,"LAMP,FLAT",2015-04-24T11:23:14.764,57136.474476436,2
1086,UVES.2015-04-24T14:40:22.152.fits,564.0,"LAMP,FLAT",2015-04-24T14:40:22.151,57136.611367496,2
4641,UVES.2015-04-24T14:42:03.771.fits,564.0,"LAMP,FLAT",2015-04-24T14:42:03.771,57136.612543655,2
4957,UVES.2015-04-24T14:43:44.902.fits,564.0,"LAMP,FLAT",2015-04-24T14:43:44.901,57136.613714142,2
853,UVES.2015-04-24T14:45:26.032.fits,564.0,"LAMP,FLAT",2015-04-24T14:45:26.032,57136.61488463,2
2286,UVES.2015-04-24T14:47:07.982.fits,564.0,"LAMP,FLAT",2015-04-24T14:47:07.982,57136.616064608,2
3505,UVES.2015-04-24T14:48:49.863.fits,564.0,"LAMP,FLAT",2015-04-24T14:48:49.862,57136.617243776,2
96,UVES.2015-04-24T14:50:31.772.fits,564.0,"LAMP,FLAT",2015-04-24T14:50:31.772,57136.618423292,2
5866,UVES.2015-04-24T14:52:13.952.fits,564.0,"LAMP,FLAT",2015-04-24T14:52:13.952,57136.619605933,2
6047,UVES.2015-04-24T14:53:54.773.fits,564.0,"LAMP,FLAT",2015-04-24T14:53:54.772,57136.620772831,2
1232,UVES.2015-04-24T14:55:35.772.fits,564.0,"LAMP,FLAT",2015-04-24T14:55:35.772,57136.621941814,2
5562,UVES.2015-04-30T12:00:52.955.fits,564.0,"LAMP,FMTCHK",2015-04-30T12:00:52.954,57142.5006129,2
3204,UVES.2015-04-30T12:03:09.358.fits,564.0,"LAMP,ORDERDEF",2015-04-30T12:03:09.358,57142.502191645,2
6280,UVES.2015-04-30T12:04:48.638.fits,564.0,"LAMP,FLAT",2015-04-30T12:04:48.637,57142.503340717,2
5173,UVES.2015-04-30T12:06:29.158.fits,564.0,"LAMP,FLAT",2015-04-30T12:06:29.157,57142.504504143,2
6100,UVES.2015-04-30T12:08:09.278.fits,564.0,"LAMP,FLAT",2015-04-30T12:08:09.277,57142.50566294,2
3550,UVES.2015-04-30T12:09:49.138.fits,564.0,"LAMP,FLAT",2015-04-30T12:09:49.137,57142.506818726,2
4783,UVES.2015-04-30T12:11:29.138.fits,564.0,"LAMP,FLAT",2015-04-30T12:11:29.137,57142.507976133,2
3746,UVES.2015-05-15T13:26:12.222.fits,564.0,"LAMP,FMTCHK",2015-05-15T13:26:12.222,57157.559863682,2
3684,UVES.2015-05-15T13:28:28.885.fits,564.0,"LAMP,ORDERDEF",2015-05-15T13:28:28.885,57157.561445433,2
4408,UVES.2015-05-15T13:30:08.025.fits,564.0,"LAMP,FLAT",2015-05-15T13:30:08.025,57157.562592883,2
6208,UVES.2015-05-15T13:31:48.404.fits,564.0,"LAMP,FLAT",2015-05-15T13:31:48.404,57157.563754684,2
2573,UVES.2015-05-15T13:33:28.405.fits,564.0,"LAMP,FLAT",2015-05-15T13:33:28.404,57157.564912087,2
4638,UVES.2015-05-15T13:35:08.464.fits,564.0,"LAMP,FLAT",2015-05-15T13:35:08.463,57157.566070185,2
1941,UVES.2015-05-15T13:36:48.403.fits,564.0,"LAMP,FLAT",2015-05-15T13:36:48.403,57157.567226894,2
3962,UVES.2015-05-19T12:09:33.051.fits,564.0,"LAMP,FMTCHK",2015-05-19T12:09:33.051,57161.506632536,2
4872,UVES.2015-05-19T12:11:50.734.fits,564.0,"LAMP,ORDERDEF",2015-05-19T12:11:50.734,57161.508226094,2
643,UVES.2015-05-19T12:13:29.934.fits,564.0,"LAMP,FLAT",2015-05-19T12:13:29.934,57161.509374238,2
5717,UVES.2015-05-19T12:15:10.414.fits,564.0,"LAMP,FLAT",2015-05-19T12:15:10.413,57161.510537199,2
5814,UVES.2015-05-19T12:16:50.384.fits,564.0,"LAMP,FLAT",2015-05-19T12:16:50.383,57161.511694256,2
3647,UVES.2015-05-19T12:18:30.373.fits,564.0,"LAMP,FLAT",2015-05-19T12:18:30.373,57161.512851545,2
4742,UVES.2015-05-19T12:20:10.393.fits,564.0,"LAMP,FLAT",2015-05-19T12:20:10.393,57161.51400918,2
514,UVES.2015-05-30T12:11:20.582.fits,564.0,"LAMP,FMTCHK",2015-05-30T12:11:20.582,57172.507877113,2
4100,UVES.2015-05-30T12:13:37.346.fits,564.0,"LAMP,ORDERDEF",2015-05-30T12:13:37.345,57172.509460018,2
2687,UVES.2015-05-30T12:15:17.055.fits,564.0,"LAMP,FLAT",2015-05-30T12:15:17.054,57172.510614062,2
4963,UVES.2015-05-30T12:16:57.784.fits,564.0,"LAMP,FLAT",2015-05-30T12:16:57.784,57172.511779914,2
2539,UVES.2015-05-30T12:18:38.774.fits,564.0,"LAMP,FLAT",2015-05-30T12:18:38.774,57172.512948774,2
566,UVES.2015-05-30T12:20:19.144.fits,564.0,"LAMP,FLAT",2015-05-30T12:20:19.143,57172.514110459,2
5002,UVES.2015-05-30T12:21:59.933.fits,564.0,"LAMP,FLAT",2015-05-30T12:21:59.933,57172.515277004,2
4989,UVES.2015-06-12T12:56:15.181.fits,564.0,"LAMP,FMTCHK",2015-06-12T12:56:15.180,57185.539064588,2
4003,UVES.2015-06-12T12:59:56.371.fits,564.0,"LAMP,ORDERDEF",2015-06-12T12:59:56.371,57185.54162467,2
4668,UVES.2015-06-12T13:03:04.900.fits,564.0,"LAMP,FLAT",2015-06-12T13:03:04.899,57185.543806709,2
